Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code,Scraped Estate Name,Occupation Permit,Scraped Blocks,Scraped Units,School Net Info,Estate Detailed Address,Developer
153 Des Voeux Road West,153 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/153-Des-Voeux-Road-West/2-OOFOQRJYRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
1 Tak Sing Lane,1 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/1-Tak-Sing-Lane/2-OOFQFRJVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Lucky Building,370-372 Des Voeux Road West,1,32,--,--,--,--,--,https://hk.centanet.com/estate/en/Lucky-Building/2-OOFQURUORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
3 Tak Sing Lane,3 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/3-Tak-Sing-Lane/2-OOFSFRJORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wah Po Building,2-4 Pok Fu Lam Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Wah-Po-Building/2-OOFSURVJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
24 Third Street,24 Third Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/24-Third-Street/2-OOFUQRFHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
139 Second Street,139 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/139-Second-Street/2-OOFUQRJVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
16-20 Pok Fu Lam Road,16-20 Pok Fu Lam Road,1,24,--,--,--,--,--,https://hk.centanet.com/estate/en/16-20-Pok-Fu-Lam-Road/2-OOFVURVERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
204-208 Queen's Road West,204-208 Queen's Road West,1,13,--,--,--,--,--,https://hk.centanet.com/estate/en/204-208-Queen-s-Road-West/2-OOJCFRDXRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
130 Connaught Road West,130 Connaught Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/130-Connaught-Road-West/2-OOJCFRRRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Hong Ming Building,227-233 Des Voeux Road West,1,36,--,--,--,--,--,https://hk.centanet.com/estate/en/Hong-Ming-Building/2-OOJCQROHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
12 Third Street,12 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/12-Third-Street/2-OOJCURFVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
177 Des Voeux Road West,177 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/177-Des-Voeux-Road-West/2-OOJDUROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
228 Des Voeux Road West,228 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/228-Des-Voeux-Road-West/2-OOJFFROXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wing Fong Mansion,107-117 Second Street,1,49,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Fong-Mansion/2-OOJFURJORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fulfil Building,196-198 Queen's Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/Fulfil-Building/2-OOJJFRDHRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
217 Des Voeux Road West,217 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/217-Des-Voeux-Road-West/2-OOJJQROXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
16 Third Street,16 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/16-Third-Street/2-OOJRQRFORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
218 Des Voeux Road West,218 Des Voeux Road West,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/218-Des-Voeux-Road-West/2-OOODFROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
107 First Street,107 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/107-First-Street/2-OOODFRUERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tone Hing Building,211-213 Des Voeux Road West,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/Tone-Hing-Building/2-OOODQROVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
224-226 Des Voeux Road West,224-226 Des Voeux Road West,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/224-226-Des-Voeux-Road-West/2-OOOFFROORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
117 First Street,117 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/117-First-Street/2-OOOFFRUYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
113 First Street,113 First Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/113-First-Street/2-OOOJFRUHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
215 Des Voeux Road West,215 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/215-Des-Voeux-Road-West/2-OOOJQROORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
27 High Street,27 High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/27-High-Street/2-OOOJQRQERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
28 Sai Woo Lane,28 Sai Woo Lane,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/28-Sai-Woo-Lane/2-OOOJURJORQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Wing Fat Mansion,179-181 Des Voeux Road West,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Fat-Mansion/2-OOOJURORRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
201 Des Voeux Road West,201 Des Voeux Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/201-Des-Voeux-Road-West/2-OOOQQROERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
13-15 Centre Street,13-15 Centre Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/13-15-Centre-Street/2-OOORQRRORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
326 Queen's Road West,326 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/326-Queen-s-Road-West/2-OOORURDRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
207 Des Voeux Road West,207 Des Voeux Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/207-Des-Voeux-Road-West/2-OOOVQROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Golden Court,10 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Golden-Court/2-OOQCQRJHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
360 Queen's Road West,360 Queen's Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/360-Queen-s-Road-West/2-OOQCURDARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
175 Des Voeux Road West,175 Des Voeux Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/175-Des-Voeux-Road-West/2-OOQDURORRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
192-194 Queen's Road West,192-194 Queen's Road West,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/192-194-Queen-s-Road-West/2-OOQJFRDXRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Po Fung Mansion,128-128A Connaught Road West,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/Po-Fung-Mansion/2-OOQJURQXRV,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
368-370 Queen's Road West,368-370 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/368-370-Queen-s-Road-West/2-OOQOQRDVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
18 Third Street,18 Third Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/18-Third-Street/2-OOQOQRFXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
119-121B Second Street,119-121B Second Street,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/119-121B-Second-Street/2-OOQOQRJORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
114-116 First Street,114-116 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/114-116-First-Street/2-OOQOURQXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
17-19 Centre Street,17-19 Centre Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/17-19-Centre-Street/2-OOQRQRRORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
2 Tak Sing Lane,2 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/2-Tak-Sing-Lane/2-OOQSFRJSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
206-208 Des Voeux Road West,206-208 Des Voeux Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/206-208-Des-Voeux-Road-West/2-OOQSFROARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fu Wah Building,7-13 Fuk Sau Lane,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Fu-Wah-Building/2-OOQSURQRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
22 Third Street,22 Third Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/22-Third-Street/2-OOQUQRFJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
137 Second Street,137 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/137-Second-Street/2-OOQUQRJRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Yuet Sum Mansion,2-2E Western Street,1,53,--,--,--,--,--,https://hk.centanet.com/estate/en/Yuet-Sum-Mansion/2-OOQVQRCARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
25 High Street,25 High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/25-High-Street/2-OORDQRQORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
185 Des Voeux Road West,185 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/185-Des-Voeux-Road-West/2-OORFUROERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
19 Tsz Mi Alley,19 Tsz Mi Alley,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/19-Tsz-Mi-Alley/2-OORJURFVRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Hang Hing Court,2 Fuk Sau Lane,1,104,"$14,025/ ft²",2.81%,1,--,--,https://hk.centanet.com/estate/en/Hang-Hing-Court/2-OORJURQARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
197-199 Des Voeux Road West,197-199 Des Voeux Road West,1,12,--,--,--,--,--,https://hk.centanet.com/estate/en/197-199-Des-Voeux-Road-West/2-OOROQROVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Mui Fung Apartments,26 Mui Fong Street,1,51,--,--,--,--,--,https://hk.centanet.com/estate/en/Mui-Fung-Apartments/2-OORRFROHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
193 Des Voeux Road West,193 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/193-Des-Voeux-Road-West/2-OORRQROYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
11 Centre Street,11 Centre Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/11-Centre-Street/2-OORRQRRORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
153 Third Street,153 Third Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/153-Third-Street/2-OORRURFSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
99 First Street,99 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/99-First-Street/2-OORSFRUVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
15 High Street,15 High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/15-High-Street/2-OORUQRQERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
103 First Street,103 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/103-First-Street/2-OORVFRUORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
23 High Street,23 High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/23-High-Street/2-OORVQRQVRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
152-154 Des Voeux Road West,152-154 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/152-154-Des-Voeux-Road-West/2-OOSCFROHRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
6 Tak Sing Lane,6 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/6-Tak-Sing-Lane/2-OOSDFRJJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Samtoh Building,384-386 Queen's Road West,1,128,--,--,--,--,--,https://hk.centanet.com/estate/en/Samtoh-Building/2-OOSDQRDSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
200-202 Queen's Road West,200-202 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/200-202-Queen-s-Road-West/2-OOSFFRDARQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fu Moon Building,398-400 Queen's Road West,1,38,--,--,--,--,--,https://hk.centanet.com/estate/en/Fu-Moon-Building/2-OOSJQRDARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
4 Second Street,4 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/4-Second-Street/2-OOSJQRJRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tung Tat Building,390-392 Des Voeux Road West,1,39,--,--,--,--,--,https://hk.centanet.com/estate/en/Tung-Tat-Building/2-OOSJURURRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
New Start Building,330-336 Queen's Road West,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/New-Start-Building/2-OOSOURDYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
376-378 Queen's Road West,376-378 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/376-378-Queen-s-Road-West/2-OOSQQRDJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
380-382 Queen's Road West,380-382 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/380-382-Queen-s-Road-West/2-OOSSQRDARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
372-374 Queen's Road West,372-374 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/372-374-Queen-s-Road-West/2-OOSUQRDXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
4 Tak Sing Lane,4 Tak Sing Lane,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/4-Tak-Sing-Lane/2-OOSVFRJXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
San Hey Lou,32-36 Third Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/San-Hey-Lou/2-OOSVQRFYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
230-232 Des Voeux Road West,230-232 Des Voeux Road West,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/230-232-Des-Voeux-Road-West/2-OOUCFROERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
129 Connaught Road West,129 Connaught Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/129-Connaught-Road-West/2-OOUCFRRYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tat Hing Building,182-186 Queen's Road West,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Tat-Hing-Building/2-OOUDFRDORQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tak On Lau,221-223 Des Voeux Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Tak-On-Lau/2-OOUFQROERU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
23 Tsz Mi Alley,23 Tsz Mi Alley,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/23-Tsz-Mi-Alley/2-OOUFURFERQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
140 Des Voeux Road West,140 Des Voeux Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/140-Des-Voeux-Road-West/2-OOUJFROARQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tak Yan Building,132-136 Des Voeux Road West,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/Tak-Yan-Building/2-OOUOFRORRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Orlins Court,419R-419T Queen's Road West,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/Orlins-Court/2-OOUOFRVHRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Ko Chun Court,11 High Street,1,26,--,--,--,--,--,https://hk.centanet.com/estate/en/Ko-Chun-Court/2-OOUOQRQORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
14 Third Street,14 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/14-Third-Street/2-OOURQRFSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Nam Cheong House,129-135 Second Street,1,25,--,--,--,--,--,https://hk.centanet.com/estate/en/Nam-Cheong-House/2-OOUUQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
404 Queen's Road West,404 Queen's Road West,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/404-Queen-s-Road-West/2-OOVCQRDARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
191 Des Voeux Road West,191 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/191-Des-Voeux-Road-West/2-OOVCUROARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
9 Centre Street,9 Centre Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/9-Centre-Street/2-OOVCURRSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
388-390 Queen's Road West,388-390 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/388-390-Queen-s-Road-West/2-OOVDQRDRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
2-2A Second Street,2-2A Second Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/2-2A-Second-Street/2-OOVDQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
17 Tsz Mi Alley,17 Tsz Mi Alley,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/17-Tsz-Mi-Alley/2-OOVDURFXRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
402 Queen's Road West,402 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/402-Queen-s-Road-West/2-OOVFQRDJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
142 Des Voeux Road West,142 Des Voeux Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/142-Des-Voeux-Road-West/2-OOVJFROHRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
183 Des Voeux Road West,183 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/183-Des-Voeux-Road-West/2-OOVJUROXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
97 First Street,97 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/97-First-Street/2-OOVQFRURRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Fortune Court,10-11 Sai On Lane,1,30,"$10,997/ ft²",41.11%,1,--,--,https://hk.centanet.com/estate/en/Fortune-Court/2-OOVRFRDXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
155 Third Street,155 Third Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/155-Third-Street/2-OOVRURFORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
101 First Street,101 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/101-First-Street/2-OOVSFRUSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
21 High Street,21 High Street,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/21-High-Street/2-OOVSQRQRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
17 High Street,17 High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/17-High-Street/2-OOVUQRQJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
23A High Street,23A High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/23A-High-Street/2-OOVVQRQSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
108 Second Street,108 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/108-Second-Street/2-SSABBPDEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
272 Des Voeux Road West,272 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/272-Des-Voeux-Road-West/2-SSABWPSHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
99C High Street,99C High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/99C-High-Street/2-SSADBPAOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Sei Li Building,21-24 Chiu Kwong Street,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/Sei-Li-Building/2-SSADBPPXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
224 Queen's Road West,224 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/224-Queen-s-Road-West/2-SSAEWPGYPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
276-278 Des Voeux Road West,276-278 Des Voeux Road West,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/276-278-Des-Voeux-Road-West/2-SSAGWPSYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Tai Yik House,27-29 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Yik-House/2-SSAKGPEYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
College View Mansion,11A-11C Hospital Road,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/College-View-Mansion/2-SSAKPPASPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
235-237 Queen's Road West,235-237 Queen's Road West,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/235-237-Queen-s-Road-West/2-SSAPBPGSPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
Des Voeux W Residence,328 Des Voeux Road West,1,161,--,--,--,--,--,https://hk.centanet.com/estate/en/Des-Voeux-W-Residence/2-SSAPWWPJWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
345A Queen's Road West,345A Queen's Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/345A-Queen-s-Road-West/2-SSASGPBRPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
174 Des Voeux Road West,174 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/174-Des-Voeux-Road-West/2-SSASWPSXPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
47 Water Street,47 Water Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/47-Water-Street/2-SSAWPPWHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
43-45 First Street,43-45 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/43-45-First-Street/2-SSAYGPESPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
35 Eastern Street,35 Eastern Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/35-Eastern-Street/2-SSBBBPEEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056,,,,,,,
